Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
27,58,3,7,26,2,1,10,562,Good
25,79,16,24,23,9,1,14,384,Good
23,89,14,34,30,34,3,3,833,Hazardous
42,97,48,73,54,8,3,3,682,Hazardous
30,80,65,77,37,16,2,5,597,Poor
26,90,15,27,35,5,2,4,543,Poor
36,116,112,122,33,17,3,4,560,Hazardous
26,64,24,30,17,5,1,11,412,Good
31,86,10,25,29,8,2,12,507,Moderate
36,58,5,13,24,9,1,7,629,Moderate
28,43,1,7,25,9,1,10,599,Good
45,66,75,95,50,33,2,4,659,Hazardous
25,45,3,12,13,3,1,12,405,Good
25,45,13,18,19,6,1,11,605,Good
38,87,16,22,37,14,2,8,412,Poor
44,102,2,41,31,30,3,6,761,Hazardous
28,64,5,11,16,3,1,12,470,Good
34,62,20,31,29,10,2,6,346,Moderate
25,38,14,20,23,6,1,10,369,Good
44,73,45,59,34,13,2,7,707,Poor
20,76,16,23,20,8,1,10,330,Good
25,62,4,11,26,3,1,12,397,Good
36,64,14,27,30,21,2,5,626,Poor
32,73,3,14,23,7,2,7,315,Moderate
53,83,43,72,42,34,2,2,561,Hazardous
32,86,52,73,21,17,2,7,683,Moderate
23,74,8,14,22,5,1,12,472,Good
28,42,0,5,16,6,1,12,326,Good
27,70,4,9,20,5,1,10,591,Good
21,47,14,22,13,7,1,10,253,Good
35,68,5,17,22,13,1,10,478,Moderate
28,52,3,12,17,8,1,13,243,Good
30,94,8,29,37,16,2,6,766,Poor
37,98,24,43,32,19,2,6,493,Poor
22,70,3,10,15,4,1,11,326,Good
36,88,17,23,25,4,1,11,605,Moderate
31,58,17,32,27,9,2,5,405,Moderate
25,76,1,9,15,2,1,11,458,Good
20,74,1,7,20,4,1,14,532,Good
32,60,34,50,34,8,1,8,605,Moderate
31,107,35,53,31,23,2,6,631,Poor
32,57,4,12,27,8,1,6,395,Moderate
26,55,10,16,14,5,1,10,535,Good
35,99,29,38,50,16,3,2,586,Hazardous
26,75,42,47,19,3,1,12,421,Good
30,59,0,4,20,6,1,11,355,Good
28,56,13,21,23,11,2,5,277,Moderate
30,64,2,4,17,6,1,10,445,Good
27,47,26,35,16,7,1,11,428,Good
27,57,2,17,36,10,2,6,365,Moderate
42,85,90,107,27,30,2,9,923,Hazardous
29,62,29,40,16,9,1,11,586,Good
28,57,2,7,24,8,1,11,419,Good
29,67,18,23,22,6,1,16,569,Good
28,64,12,17,19,5,1,14,323,Good
32,62,75,82,23,19,2,6,642,Moderate
26,81,25,31,14,7,1,14,522,Good
33,110,3,15,27,15,2,9,511,Poor
25,87,16,25,33,18,2,5,670,Poor
30,58,27,33,12,8,1,11,410,Good
40,71,9,18,29,18,2,5,569,Poor
29,42,22,25,20,6,1,11,263,Good
28,96,4,32,40,1,2,4,614,Poor
34,79,18,30,25,11,2,7,441,Moderate
26,73,12,16,11,3,1,11,494,Good
30,81,10,32,31,22,3,4,558,Poor
38,57,75,83,35,2,2,4,505,Poor
25,83,6,20,29,19,2,8,710,Poor
27,74,18,25,38,34,2,4,424,Poor
23,53,9,18,21,12,1,11,498,Moderate
22,56,14,25,18,7,1,10,605,Good
22,83,11,22,25,15,1,10,528,Moderate
38,72,1,27,30,24,2,5,593,Poor
34,54,16,28,29,17,2,8,487,Moderate
41,74,28,39,29,21,2,4,778,Poor
24,56,4,6,13,4,1,14,545,Good
26,54,4,8,24,6,1,12,299,Good
25,76,18,29,19,12,1,7,462,Moderate
19,54,28,36,20,4,1,11,530,Good
26,59,3,6,24,6,1,11,530,Good
46,70,68,68,49,23,2,3,871,Hazardous
23,70,35,39,22,4,1,11,283,Good
21,41,2,8,25,5,1,11,590,Good
27,84,18,25,16,11,1,6,431,Moderate
29,40,12,18,26,7,1,13,390,Good
26,61,3,6,35,24,2,4,672,Poor
36,62,35,30,29,6,1,6,312,Moderate
43,98,6,12,35,25,2,8,561,Poor
34,69,15,21,28,6,1,7,412,Moderate
39,58,10,30,28,14,2,4,422,Poor
35,75,9,29,32,17,2,7,517,Poor
35,84,7,10,31,8,2,5,524,Moderate
26,66,0,5,19,7,1,11,303,Good
26,50,39,43,15,6,1,10,469,Good
20,38,4,9,21,9,1,10,285,Good
18,46,9,17,16,6,1,14,373,Good
44,92,42,62,39,32,2,3,613,Hazardous
30,55,5,7,30,19,2,6,520,Moderate
30,55,8,14,19,7,1,12,340,Good
31,74,7,20,28,4,1,6,545,Moderate
31,81,14,25,28,16,2,7,392,Moderate
22,56,16,20,23,9,1,11,271,Good
21,51,1,14,32,13,2,7,634,Moderate
24,86,44,52,30,15,1,6,689,Moderate
36,76,6,29,44,25,2,5,536,Poor
29,84,6,21,26,12,1,5,698,Moderate
29,87,98,118,35,13,2,8,760,Poor
22,65,34,39,28,6,1,11,532,Good
41,82,2,14,30,11,1,5,481,Moderate
39,83,11,32,28,18,2,4,750,Poor
34,90,14,17,20,6,2,7,494,Moderate
20,74,9,15,16,4,1,14,512,Good
28,82,14,20,27,9,1,8,697,Moderate
39,73,15,36,34,8,2,4,655,Poor
22,49,7,11,14,7,1,11,549,Good
25,80,2,11,34,14,2,4,602,Poor
26,40,12,17,19,7,1,16,206,Good
24,73,8,12,22,4,1,10,322,Good
26,76,17,22,20,6,2,5,633,Moderate
26,66,12,16,25,3,1,11,405,Good
41,103,169,185,47,29,2,4,631,Hazardous
33,61,37,53,28,12,2,5,529,Moderate
33,80,3,13,23,10,2,7,600,Moderate
24,73,4,7,25,5,1,11,399,Good
30,72,14,22,30,10,2,10,555,Poor
24,48,16,18,18,3,1,13,426,Good
34,79,120,140,42,5,2,3,688,Poor
24,79,6,13,22,7,1,10,579,Good
22,73,8,12,21,4,1,25,300,Good
29,61,20,35,32,10,1,8,667,Moderate
32,55,1,8,19,3,1,11,208,Good
47,61,16,34,30,18,2,10,675,Poor
27,67,4,12,32,11,2,6,311,Moderate
27,80,27,34,17,6,1,10,365,Good
38,92,116,154,38,24,3,3,511,Hazardous
51,92,43,59,40,30,3,5,695,Hazardous
27,73,9,12,17,5,1,11,345,Good
22,70,19,22,25,9,1,12,595,Good
49,98,150,183,34,8,1,5,797,Hazardous
28,59,2,6,23,7,1,11,511,Good
28,44,1,3,15,5,1,19,405,Good
28,68,30,36,29,5,1,11,485,Good
27,67,10,19,30,10,2,11,589,Moderate
25,55,11,15,12,7,1,18,200,Good
25,70,10,17,26,4,1,12,596,Good
22,61,4,10,22,0,1,11,447,Good
30,72,7,24,29,12,1,7,571,Moderate
25,84,1,9,25,3,2,9,614,Moderate
34,104,26,44,42,16,2,7,676,Hazardous
33,65,13,19,30,10,2,7,505,Moderate
32,62,29,38,31,7,2,5,688,Moderate
28,80,22,38,22,11,2,6,655,Moderate
22,68,5,8,25,4,1,14,471,Good
29,45,4,9,12,4,1,14,298,Good
30,57,8,25,26,11,1,7,662,Moderate
24,81,3,13,24,14,1,6,367,Moderate
30,82,21,30,27,12,1,7,424,Moderate
34,65,49,56,23,10,1,8,385,Moderate
24,46,0,2,15,7,1,11,465,Good
29,94,10,30,29,13,2,5,402,Poor
38,74,17,37,40,26,2,5,451,Poor
26,46,9,15,17,1,1,10,333,Good
25,39,17,24,17,3,1,11,485,Good
40,106,62,85,38,20,3,4,625,Hazardous
37,90,22,33,31,20,2,7,443,Poor
25,90,46,53,19,11,2,7,550,Moderate
30,77,34,40,13,4,1,13,326,Good
32,66,2,10,23,8,1,7,691,Moderate
22,51,11,18,20,5,1,12,287,Good
33,56,6,16,21,12,2,6,434,Moderate
28,84,12,24,29,9,1,9,690,Moderate
25,46,4,8,23,0,1,10,392,Good
30,69,1,7,14,6,1,11,368,Good
24,89,23,32,34,11,1,6,623,Moderate
27,92,5,10,28,7,1,10,376,Moderate
20,52,11,15,12,4,1,19,418,Good
23,40,1,7,22,6,1,11,438,Good
26,56,8,17,29,10,1,5,414,Moderate
33,59,10,25,38,20,2,5,450,Poor
25,69,75,90,30,11,2,8,483,Poor
28,62,1,6,14,6,1,11,533,Good
26,76,1,4,13,3,1,10,248,Good
38,95,16,31,26,11,2,6,616,Poor
41,82,13,27,41,9,2,4,471,Poor
22,77,2,6,21,6,1,11,339,Good
28,49,41,48,21,9,2,12,617,Moderate
27,49,18,25,13,5,1,11,224,Good
23,42,6,12,22,6,1,10,407,Good
49,89,38,64,34,6,2,6,592,Poor
36,95,7,22,36,14,2,4,564,Poor
21,60,6,10,23,5,1,10,595,Good
26,56,19,26,20,7,1,12,579,Good
37,101,4,20,46,18,2,7,473,Poor
22,47,11,19,16,6,1,11,271,Good
28,67,12,15,26,4,1,14,442,Good
24,73,10,14,17,6,1,10,571,Good
34,68,54,73,31,25,2,7,570,Poor
21,75,25,32,26,10,1,7,666,Moderate
28,76,17,29,30,8,2,6,644,Moderate
32,52,31,46,22,7,1,7,460,Moderate
28,63,25,35,24,12,2,5,543,Moderate
28,59,39,51,33,10,1,8,408,Moderate
25,79,0,6,13,5,1,11,193,Good
32,75,54,65,22,11,2,5,399,Moderate
28,83,7,17,24,10,2,9,566,Moderate
24,76,30,34,17,6,1,10,483,Good
48,109,103,115,49,26,2,6,863,Hazardous
25,70,6,8,26,3,1,12,443,Good
27,64,11,16,26,4,1,13,451,Good
27,72,20,26,25,3,1,11,238,Good
23,45,5,14,20,8,1,10,310,Good
25,77,2,4,12,2,1,10,547,Good
19,51,5,18,34,6,2,7,648,Moderate
28,41,25,30,24,6,1,11,294,Good
24,69,22,30,15,5,1,11,583,Good
29,43,2,2,20,6,1,10,428,Good
24,46,2,8,21,4,1,11,365,Good
45,79,87,113,38,16,2,3,549,Poor
47,64,82,101,41,25,2,3,582,Hazardous
32,60,29,39,33,18,2,6,563,Poor
29,72,114,126,37,13,2,5,630,Moderate
40,60,5,17,30,12,1,9,673,Moderate
24,60,2,8,22,6,1,11,301,Good
22,89,2,14,29,11,2,6,541,Moderate
24,57,2,5,17,8,1,16,228,Good
25,79,6,12,21,5,1,12,225,Good
26,68,8,22,28,10,2,5,579,Moderate
29,93,24,33,20,8,1,6,300,Moderate
52,85,21,36,27,16,2,3,647,Hazardous
22,83,1,9,32,11,2,6,512,Moderate
29,84,80,86,24,7,1,10,423,Moderate
22,59,8,13,12,4,1,10,591,Good
35,61,3,8,27,15,1,7,684,Moderate
36,100,3,22,39,16,2,8,717,Poor
33,54,6,20,26,12,1,7,649,Moderate
28,40,2,8,22,6,1,10,430,Good
26,79,0,14,38,4,1,8,589,Moderate
37,106,107,117,45,16,2,8,716,Hazardous
28,66,12,17,23,6,1,11,287,Good
27,42,1,5,21,6,1,10,484,Good
34,66,45,63,50,9,2,4,574,Hazardous
21,59,9,14,23,2,1,11,346,Good
25,57,12,17,13,4,1,11,548,Good
28,53,40,55,29,7,1,6,382,Moderate
31,59,31,46,33,10,1,6,450,Moderate
33,88,59,83,34,9,2,5,634,Poor
44,71,23,42,35,17,2,4,726,Poor
24,81,80,93,20,13,2,10,400,Moderate
22,66,8,14,14,5,1,11,390,Good
36,77,39,62,26,11,2,5,774,Poor
26,54,21,22,27,6,1,10,377,Good
33,60,53,57,35,15,2,16,629,Poor
33,67,45,61,27,5,1,7,470,Moderate
22,43,3,8,26,6,1,10,434,Good
24,59,1,9,20,7,1,12,600,Good
21,81,14,21,22,5,1,12,584,Good
26,79,47,61,32,9,1,7,530,Moderate
31,52,1,5,20,7,1,13,484,Good
25,51,2,7,23,7,1,13,500,Good
36,68,4,19,32,15,2,8,771,Poor
25,76,14,22,20,6,1,11,414,Good
28,79,5,8,24,5,1,11,513,Good
30,91,4,11,35,14,1,7,649,Moderate
24,45,7,8,25,5,1,10,541,Good
37,80,36,45,34,24,2,6,607,Poor
35,82,52,65,32,5,2,8,624,Moderate
42,84,15,36,43,0,2,3,797,Poor
36,97,13,37,25,13,2,12,513,Poor
41,67,11,27,28,22,2,6,493,Poor
25,89,4,16,32,3,2,4,480,Poor
19,47,4,7,20,7,1,11,395,Good
27,63,8,13,27,7,1,10,505,Good
30,78,28,37,20,8,2,10,693,Moderate
28,81,8,12,15,5,1,11,366,Good
36,79,19,27,20,14,1,7,604,Moderate
17,77,19,26,20,8,1,11,217,Good
47,82,7,32,55,12,2,3,734,Hazardous
32,66,28,39,26,4,2,8,662,Moderate
21,53,16,22,19,4,1,12,314,Good
24,58,2,8,13,5,1,10,449,Good
26,87,4,17,18,11,1,6,594,Moderate
27,67,0,5,23,6,1,13,417,Good
41,110,27,43,27,9,2,9,814,Poor
42,105,63,90,43,22,2,5,677,Hazardous
43,62,14,22,31,9,2,6,637,Poor
28,61,16,24,11,7,1,11,365,Good
24,51,9,13,14,4,1,14,425,Good
27,67,4,11,28,3,1,12,424,Good
22,53,10,12,12,5,1,10,300,Good
26,93,18,18,28,2,1,8,506,Moderate
32,90,40,57,31,19,2,8,630,Poor
50,102,52,74,36,38,2,3,671,Hazardous
28,76,17,28,16,7,1,11,338,Good
28,57,7,16,18,1,1,18,406,Good
24,78,0,5,24,3,1,12,517,Good
16,70,14,20,14,10,1,11,498,Good
31,94,135,145,37,20,2,4,531,Poor
36,95,32,52,24,14,2,4,478,Poor
41,68,14,23,33,14,2,5,453,Moderate
24,80,11,30,20,7,1,8,593,Moderate
36,69,22,39,35,10,2,6,490,Poor
25,56,16,23,16,8,1,11,329,Good
25,61,18,36,28,18,2,7,458,Moderate
32,79,3,16,24,9,2,5,479,Moderate
33,89,18,32,44,16,2,4,734,Poor
26,56,5,10,21,2,1,14,410,Good
27,103,39,45,29,12,1,12,477,Poor
32,63,21,37,34,24,2,4,746,Poor
27,46,14,20,24,3,1,14,454,Good
25,41,5,12,14,2,1,14,538,Good
26,46,34,41,26,7,1,12,358,Good
31,54,5,12,23,9,1,14,429,Good
18,67,3,6,11,5,1,15,517,Good
38,103,12,37,40,20,2,7,527,Poor
24,84,9,20,33,9,1,9,477,Moderate
35,56,13,18,26,14,2,6,313,Moderate
31,62,12,37,29,17,2,4,629,Poor
31,99,29,59,39,18,2,11,639,Hazardous
23,77,13,15,22,5,1,19,410,Good
38,68,5,19,29,11,2,6,514,Poor
28,64,3,6,28,8,1,12,344,Good
34,91,7,14,31,9,2,7,672,Poor
24,86,28,41,17,7,1,10,491,Moderate
40,120,10,28,48,10,3,2,799,Hazardous
30,81,5,15,30,10,2,5,332,Moderate
32,58,2,20,28,8,2,8,356,Moderate
28,47,9,14,20,9,1,10,428,Good
47,74,9,24,29,14,1,9,643,Poor
25,76,1,6,23,6,1,19,590,Good
32,60,26,31,19,5,1,10,326,Good
25,47,2,6,24,8,1,11,265,Good
19,72,9,12,19,3,1,13,498,Good
26,60,8,19,23,11,2,11,551,Moderate
31,66,16,22,24,1,2,7,528,Moderate
19,51,7,17,18,6,1,6,321,Moderate
42,63,37,69,40,12,2,3,798,Hazardous
31,50,7,21,18,13,2,5,328,Moderate
32,62,47,47,18,4,1,5,339,Moderate
24,52,5,15,14,0,1,6,475,Moderate
22,80,1,6,22,11,2,6,642,Moderate
31,79,23,26,14,6,1,10,456,Good
19,66,16,45,19,7,2,4,799,Poor
23,54,0,5,25,5,1,10,581,Good
22,83,19,25,13,3,1,10,335,Good
29,60,11,15,11,2,1,11,363,Good
30,78,38,56,31,16,1,6,739,Poor
22,80,2,4,20,4,1,15,376,Good
24,68,23,31,21,5,1,10,514,Good
28,52,54,60,15,9,1,14,268,Good
22,52,3,9,27,8,1,10,370,Good
29,50,2,8,24,4,2,7,337,Moderate
27,72,30,35,28,7,1,11,237,Good
29,62,5,10,14,6,1,14,368,Good
29,87,18,32,29,13,1,6,552,Moderate
40,76,52,81,36,10,3,7,640,Hazardous
31,76,37,50,26,14,1,6,415,Moderate
29,61,30,50,37,11,2,5,497,Poor
21,52,0,4,18,4,1,10,278,Good
36,69,8,19,21,17,1,5,602,Moderate
26,52,36,41,32,-2,1,7,378,Moderate
25,58,3,7,12,8,1,11,299,Good
31,69,32,43,22,14,2,4,417,Poor
37,51,75,85,25,9,2,5,450,Moderate
29,67,2,6,19,6,1,11,416,Good
36,83,64,76,28,12,2,8,732,Poor
33,76,3,10,25,10,1,7,321,Moderate
27,63,53,64,27,9,1,6,324,Moderate
48,95,69,89,52,20,3,3,685,Hazardous
28,60,6,10,15,6,1,12,314,Good
26,69,9,14,17,1,1,11,424,Good
27,51,4,9,11,6,1,10,469,Good
26,69,84,94,22,5,1,6,404,Moderate
25,47,22,29,14,5,1,11,463,Good
34,74,16,36,40,18,2,3,655,Poor
33,67,0,9,34,2,2,6,535,Moderate
20,49,2,11,24,4,1,11,448,Good
20,59,12,17,19,7,1,10,393,Good
31,66,4,6,24,8,2,6,694,Moderate
22,60,1,8,20,4,1,11,484,Good
36,89,41,61,25,2,2,4,687,Poor
22,51,14,19,18,9,1,11,265,Good
36,71,5,25,33,15,2,5,677,Moderate
30,72,2,14,33,9,2,7,315,Moderate
30,80,3,21,38,14,3,3,856,Hazardous
35,92,13,24,33,10,2,4,623,Poor
18,82,20,24,25,17,2,10,551,Moderate
40,69,26,35,33,25,2,5,501,Poor
24,69,3,8,18,7,1,10,253,Good
36,97,11,33,39,13,2,4,556,Poor
39,60,48,57,31,17,2,4,450,Poor
35,81,10,29,30,14,2,2,803,Hazardous
35,72,9,19,34,7,2,6,577,Moderate
36,128,28,47,47,23,2,3,485,Hazardous
34,109,45,66,34,20,2,5,897,Hazardous
39,65,23,34,38,12,2,3,406,Poor
39,80,53,66,42,23,2,6,695,Poor
29,50,3,16,27,5,2,6,566,Moderate
20,55,26,34,21,7,1,10,598,Good
33,72,30,49,31,12,1,6,341,Moderate
41,81,28,56,43,24,3,8,556,Hazardous
28,51,27,32,18,5,1,10,396,Good
20,55,14,11,24,5,1,12,585,Good
29,68,7,22,20,15,1,5,361,Moderate
24,76,10,14,25,6,1,11,239,Good
41,105,7,31,37,16,2,3,750,Hazardous
33,101,15,20,37,14,2,8,509,Poor
28,40,9,14,16,4,1,10,373,Good
30,49,16,19,17,6,1,14,471,Good
25,55,3,9,22,5,1,11,465,Good
30,76,16,19,16,6,1,12,315,Good
23,49,2,7,16,4,1,10,222,Good
35,61,5,12,19,20,2,6,576,Moderate
25,65,1,4,23,3,1,11,461,Good
24,51,6,11,26,4,1,11,383,Good
28,68,11,20,21,9,1,6,420,Moderate
40,64,5,19,25,7,2,4,681,Poor
43,69,2,17,30,12,2,6,657,Poor
31,65,8,9,23,4,1,14,580,Good
24,75,0,7,17,4,1,13,491,Good
41,64,4,16,30,11,2,7,504,Moderate
47,98,105,109,44,31,3,8,494,Hazardous
28,83,128,138,28,5,1,5,571,Moderate
35,68,14,27,31,20,2,4,726,Poor
28,62,0,5,15,6,1,13,239,Good
36,52,60,83,30,18,2,5,784,Poor
29,48,2,6,23,6,1,11,465,Good
30,63,4,11,14,8,1,15,270,Good
23,61,19,26,15,2,1,15,298,Good
32,96,3,12,32,6,1,7,485,Poor
33,92,5,11,26,13,1,6,377,Moderate
35,69,29,41,33,9,2,6,650,Moderate
24,40,11,14,27,7,1,15,319,Good
25,83,4,18,37,29,2,7,536,Poor
29,80,93,112,33,7,2,14,785,Poor
32,80,52,55,20,9,2,8,448,Moderate
40,94,33,51,37,29,2,4,654,Poor
32,60,9,15,30,11,1,6,344,Moderate
29,68,38,47,30,8,2,7,516,Moderate
26,77,14,18,17,5,1,10,251,Good
21,42,2,5,13,6,1,11,297,Good
36,102,116,128,28,31,2,5,510,Poor
32,96,53,67,30,9,2,4,534,Poor
35,59,1,7,20,13,2,5,361,Moderate
28,71,16,20,19,3,1,10,256,Good
20,62,5,9,26,8,1,11,463,Good
27,46,2,8,18,6,1,15,440,Good
17,64,43,49,21,6,1,13,569,Good
27,49,33,34,17,6,1,11,233,Good
34,96,22,41,42,16,2,4,596,Poor
31,77,2,8,24,8,1,13,570,Good
37,69,121,129,43,12,2,9,529,Poor
46,57,59,79,47,4,2,3,763,Hazardous
28,68,2,7,22,1,1,11,344,Good
23,67,2,8,19,8,1,11,543,Good
30,51,7,19,26,14,1,5,624,Moderate
46,100,2,22,31,10,2,4,477,Poor
16,41,25,28,19,4,1,12,459,Good
24,51,1,8,15,2,1,11,258,Good
28,100,27,34,40,18,2,5,611,Poor
27,72,21,35,18,13,2,5,662,Moderate
41,86,16,34,35,18,2,5,716,Poor
29,72,2,3,24,6,1,12,514,Good
31,74,11,14,21,10,1,14,353,Good
35,72,1,5,27,5,1,11,442,Good
25,74,8,13,28,10,1,12,308,Good
27,64,9,14,31,8,1,14,221,Good
24,79,13,18,26,6,1,22,449,Good
43,95,37,59,26,12,2,7,490,Poor
40,65,33,56,35,18,2,5,440,Poor
38,87,43,59,44,22,2,8,484,Poor
26,60,14,17,23,8,1,12,396,Good
28,74,18,24,24,5,1,18,311,Good
21,54,8,12,20,4,1,10,569,Good
44,89,19,40,29,18,2,4,450,Poor
28,70,2,10,22,6,1,11,462,Good
34,46,3,8,28,4,1,12,384,Good
25,78,9,14,19,2,1,11,599,Good
21,68,4,11,20,6,1,14,416,Good
18,58,1,7,27,3,1,11,453,Good
35,76,3,21,32,6,2,6,766,Poor
44,104,65,86,39,4,3,6,676,Hazardous
24,70,4,6,24,2,1,12,458,Good
49,101,26,50,38,39,3,3,544,Hazardous
25,50,19,26,14,8,1,12,317,Good
29,52,29,40,28,11,2,6,591,Moderate
31,62,1,5,21,7,1,10,406,Good
27,63,5,10,19,8,1,11,368,Good
29,60,26,52,33,7,2,4,769,Poor
31,70,20,30,29,13,2,15,364,Moderate
44,84,14,54,42,20,2,3,914,Hazardous
30,96,16,29,36,18,2,3,444,Poor
25,65,0,2,22,4,1,14,410,Good
24,69,18,24,21,2,1,10,373,Good
42,81,31,42,37,12,2,4,437,Poor
22,99,13,36,24,13,2,4,471,Poor
42,74,4,21,34,21,2,4,611,Poor
24,46,8,9,21,7,1,11,521,Good
32,95,29,42,38,23,2,6,435,Poor
30,76,9,20,32,6,2,7,424,Moderate
34,75,4,15,31,11,1,7,678,Moderate
39,97,67,100,46,15,2,6,613,Hazardous
38,88,13,32,30,13,2,8,825,Poor
34,73,23,31,26,15,2,6,598,Moderate
33,62,6,16,19,1,1,11,546,Good
44,72,25,44,38,19,2,6,569,Poor
56,114,75,94,37,22,2,4,690,Hazardous
21,94,38,55,34,14,2,4,722,Poor
44,90,21,36,50,20,3,7,614,Hazardous
33,82,65,78,30,-2,2,3,766,Poor
32,59,7,17,29,7,1,12,323,Moderate
30,62,2,5,15,6,1,12,336,Good
24,70,3,7,20,6,1,15,512,Good
26,73,8,11,17,8,1,17,376,Good
30,74,18,25,23,4,1,12,499,Good
26,79,28,42,31,6,2,8,584,Moderate
34,90,5,16,15,13,2,7,488,Poor
34,61,7,16,41,15,2,7,624,Moderate
29,75,8,19,29,2,2,8,541,Moderate
41,94,3,27,45,10,2,4,759,Poor
29,79,4,13,29,0,2,6,436,Moderate
39,70,27,40,41,11,2,4,511,Poor
29,68,1,5,23,4,1,13,353,Good
42,93,11,30,47,36,2,6,770,Hazardous
33,54,21,34,24,3,1,5,585,Moderate
27,64,4,16,38,15,2,4,723,Poor
30,54,37,50,24,5,1,5,679,Moderate
32,68,29,39,23,6,2,6,463,Moderate
23,70,6,12,20,8,1,13,412,Good
27,42,1,9,26,9,1,11,201,Good
29,80,9,20,23,6,1,8,350,Moderate
45,66,11,34,38,19,3,3,575,Hazardous
33,93,69,92,30,28,3,5,400,Poor
43,65,12,21,30,7,2,7,619,Moderate
26,97,69,77,33,13,2,5,671,Poor
38,94,38,45,33,15,2,4,454,Poor
23,72,3,10,21,3,1,12,520,Good
33,51,16,28,30,10,1,7,644,Moderate
30,68,19,29,24,11,1,10,456,Moderate
24,61,1,2,24,4,1,13,350,Good
21,48,2,7,13,6,1,10,237,Good
24,66,10,17,17,8,1,11,516,Good
20,71,16,21,20,6,1,14,575,Good
29,78,37,48,29,15,2,4,691,Poor
32,50,4,15,20,13,2,9,677,Moderate
34,72,24,36,27,7,1,7,433,Moderate
28,43,20,24,12,4,1,13,404,Good
30,95,3,10,21,13,1,5,333,Moderate
44,95,2,27,34,24,2,4,581,Hazardous
21,73,6,14,12,6,1,14,425,Good
27,62,0,6,16,3,1,11,444,Good
42,63,15,39,24,24,2,13,467,Poor
27,62,1,4,18,3,1,11,577,Good
42,76,3,20,50,24,2,8,698,Hazardous
30,74,29,44,26,24,2,5,450,Poor
31,73,5,8,26,12,1,6,493,Moderate
20,66,3,10,23,5,1,11,291,Good
23,67,8,14,25,14,2,5,456,Moderate
32,78,17,30,29,9,2,5,671,Moderate
35,56,72,81,33,13,2,5,296,Moderate
33,61,67,75,20,7,2,6,639,Moderate
28,77,22,33,20,11,1,6,552,Moderate
37,63,60,69,25,13,1,8,431,Moderate
36,61,3,11,31,14,1,10,627,Moderate
44,74,49,59,44,24,3,6,841,Hazardous
32,74,55,69,22,12,1,6,417,Moderate
23,50,6,13,27,4,1,12,237,Good
24,49,20,26,26,6,1,10,403,Good
28,79,72,90,30,6,2,5,432,Moderate
47,96,4,20,40,9,3,3,739,Hazardous
34,95,5,17,21,10,2,4,689,Poor
24,49,17,24,25,2,1,12,433,Good
32,105,5,10,32,21,2,6,786,Poor
27,54,2,9,23,2,1,19,588,Good
41,87,27,41,40,0,2,6,783,Poor
26,68,6,10,26,8,1,11,575,Good
38,84,5,5,35,28,3,5,455,Hazardous
32,88,13,26,33,18,2,4,722,Poor
44,92,44,71,31,19,3,5,873,Hazardous
30,88,28,38,29,15,2,5,496,Moderate
22,56,11,21,14,6,1,11,577,Good
24,46,31,36,18,4,1,10,396,Good
28,84,28,32,34,9,2,6,425,Moderate
27,43,6,10,25,5,1,11,221,Good
19,74,4,7,14,4,1,11,448,Good
43,58,36,48,34,23,2,6,455,Poor
26,65,1,9,14,5,1,10,246,Good
24,68,1,7,16,3,1,12,415,Good
40,70,48,57,32,25,2,6,348,Poor
23,50,17,23,28,11,1,10,200,Good
23,47,20,23,28,9,1,11,518,Good
38,94,18,43,37,19,2,3,602,Hazardous
35,67,26,36,43,15,2,5,666,Poor
33,83,4,11,28,11,2,5,322,Moderate
35,70,30,44,30,12,2,7,398,Moderate
31,60,29,47,25,10,2,4,822,Poor
39,71,1,11,25,16,1,5,441,Moderate
41,79,31,32,42,19,3,5,635,Poor
35,72,38,48,28,6,1,8,640,Moderate
27,73,8,24,24,15,2,5,454,Moderate
22,78,17,21,21,3,1,10,203,Good
35,81,22,32,30,2,1,7,512,Moderate
21,80,4,10,18,4,1,11,333,Good
24,62,4,8,20,2,1,10,314,Good
24,74,14,17,14,2,1,10,606,Good
35,81,48,59,27,13,1,6,611,Moderate
40,89,40,50,19,7,1,6,418,Moderate
22,59,5,11,22,4,1,10,324,Good
22,65,0,2,15,4,1,13,216,Good
27,67,11,16,16,6,1,11,346,Good
31,91,15,30,29,8,1,10,640,Moderate
26,50,2,15,34,10,1,8,600,Moderate
24,54,42,48,24,5,1,11,398,Good
41,86,26,36,40,5,2,6,449,Poor
19,44,0,3,14,2,1,12,590,Good
31,62,29,39,22,10,2,5,571,Moderate
23,60,7,13,19,4,1,17,256,Good
41,77,39,61,33,19,2,3,686,Poor
44,84,15,21,34,24,2,4,615,Poor
30,97,47,76,34,19,3,6,582,Hazardous
26,64,5,11,15,6,1,16,593,Good
23,68,4,10,24,6,1,14,422,Good
29,46,20,27,19,6,1,11,505,Good
38,92,29,38,33,25,2,8,339,Poor
28,46,2,5,16,2,1,12,486,Good
24,39,5,14,15,2,1,10,242,Good
40,100,65,81,39,17,2,6,553,Poor
26,64,73,81,12,3,1,10,390,Good
24,76,4,8,21,7,1,17,258,Good
44,81,5,16,38,22,2,5,387,Poor
33,73,7,23,24,7,2,9,734,Moderate
23,52,3,7,12,6,1,12,349,Good
34,61,9,19,25,13,1,5,553,Moderate
